Restaurant Name,Locality,City,Cuisines,Highlights
Blu by Australian Seafood Fish & Chippery,Coburg,Melbourne,"Fish and Chips, Seafood","['Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Dinner', 'Lunch', 'Outdoor Seating', 'Cheap Eats', 'Indoor Seating', 'Fullbar']"
Teppanyaki Inn,CBD,Melbourne,"Japanese, Teppanyaki","['Dinner', 'Debit Card', 'Credit Card', 'Cash', 'Lunch', 'Vegetarian Friendly', 'Table booking recommended', 'Vegan Options', 'Indoor Seating', 'Gluten Free Options', 'Fullbar', 'Wheelchair Accessible', 'Date Night', 'Lunch Menu']"
Cicciolina,St Kilda,Melbourne,"Italian, Modern Australian","['Lunch', 'Credit Card', 'Debit Card', 'Cash', 'Dinner', 'Outdoor Seating', 'Gluten Free Options', 'Indoor Seating', 'Wheelchair Accessible', 'Date Night', 'Lunch Menu', 'Table booking recommended', 'Fullbar', 'Bar Seating', 'Vegetarian Friendly']"
Byblos,"World Trade Centre, Docklands",Melbourne,"Mediterranean, Middle Eastern, Lebanese","['Dinner', 'Cash', 'Delivery', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Shared Plates', 'Craft Beer', 'Outdoor Seating', 'Serves Cocktails', 'Happy Hours', 'Dairy Free', 'Vegan Options', 'Date Night', 'Waterfront', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Available for Functions', 'Kid Friendly', 'Wheelchair Accessible', 'Gluten Free Options', 'Vegetarian Friendly']"
Dandenong Pavilion,Dandenong,Melbourne,"Modern Australian, Burger","['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Outdoor Seating', 'Serves Cocktails', 'Happy Hours', 'Covered Courtyard', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly']"
Chez Olivier - Le Bistro,South Yarra,Melbourne,French,"['Debit Card', 'Dinner', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Gluten Free Options', 'Indoor Seating', 'Date Night', 'Fullbar', 'Available for Functions', 'Lunch Menu', 'Table booking recommended', 'Vegetarian Friendly', 'Serves Cocktails', 'Kid Friendly']"
Sumalee,Bentleigh,Melbourne,Thai,"['Takeaway Available', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Indoor Seating', 'Street Parking', 'Thai Select', 'BYO', 'Table booking recommended', 'Vegetarian Friendly']"
The Grand Richmond,Richmond,Melbourne,"Italian, Pub Food","['Cash', 'Credit Card', 'Dinner', 'Lunch', 'Debit Card', 'Table booking recommended', ""Seasonal Chef's Menu"", 'Gluten Free Options', 'Date Night', 'Gastro Pub', 'Available for Functions', 'Wheelchair Accessible', 'Degustation', 'Fullbar', 'Outdoor Seating', 'Set Menu', 'Smoking Area', 'Nightlife', 'Indoor Seating', 'Bar Seating', 'Vegetarian Friendly', 'Garden']"
Napier Hotel,Fitzroy,Melbourne,"Pub Food, Modern Australian","['Lunch', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Gastro Pub', 'Wine', 'Fireplace', 'Table booking recommended', 'Smoking Area', 'Vegetarian Friendly', 'Nightlife', 'Fullbar', 'Outdoor Seating', 'Beer', 'Indoor Seating', 'Vegan Options']"
Umberto Espresso Bar,Thornbury,Melbourne,"Italian, Cafe Food","['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Outdoor Seating', 'Beer', 'Street Parking', 'Available for Functions', 'Pet Friendly', 'Dairy Free', 'Vegan Options', 'Brunch', 'Desserts and Bakes', 'Fullbar', 'Wine', 'Indoor Seating', 'Table booking recommended', 'Smoking Area', 'Gluten Free Options', 'Vegetarian Friendly']"
Demitri's Feast,Richmond,Melbourne,"Greek, Grill","['Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Garden', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Covered Courtyard', 'Gluten Free Options', 'Vegetarian Friendly', 'Shared Plates', 'Craft Beer', 'Outdoor Seating', 'Serves Cocktails', 'Available for Functions', 'Dairy Free', 'Vegan Options']"
The Moor's Head,Thornbury,Melbourne,"Middle Eastern, Pizza","['Cash', 'Takeaway Available', 'Debit Card', 'Credit Card', 'Dinner', 'Indoor Seating', 'Fullbar', 'Beer', 'Kid Friendly', 'Date Night', 'Wine', 'Vegetarian Friendly', 'Street Parking', 'Outdoor Seating', 'Table booking recommended']"
City Wine Shop,CBD,Melbourne,European,"['Lunch', 'Breakfast', 'Credit Card', 'Cash', 'Dinner', 'Debit Card', 'Nightlife', 'Table booking not available', 'Vegetarian Friendly', 'Indoor Seating', 'Outdoor Heating', 'Date Night', 'Outdoor Seating', 'Bar Seating', 'Fullbar', 'Smoking Area']"
Yokoso Izakaya,Moonee Ponds,Melbourne,"Japanese, Sushi","['Debit Card', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Dairy Free', 'Fullbar', 'Indoor Seating', 'Vegetarian Friendly', 'Table booking recommended', 'Wheelchair Accessible', 'Vegan Options', 'Street Parking', 'Gluten Free Options', 'Izakaya', 'Date Night']"
Sette Bello,Glen Waverley,Melbourne,Italian,"['Takeaway Available', 'Lunch', 'Credit Card', 'Dinner', 'Debit Card', 'Cash', 'Fullbar', 'Indoor Seating', 'Catering Available', 'Gluten Free Options', 'Beer', 'Available for Functions', 'Smoking Area', 'Date Night', 'Wine', 'Table booking recommended', 'Wheelchair Accessible', 'Outdoor Seating', 'Serves Cocktails', 'Kid Friendly', 'Vegetarian Friendly']"
Lanzhou Beef Noodle Bar,"The Glen, Glen Waverley",Melbourne,"Chinese, Fast Food","['Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'No Alcohol Available', 'Cash', 'Breakfast', 'Table Reservation Not Required', 'Brunch', 'Cheap Eats', 'Indoor Seating', 'EFTPos', 'Outdoor Seating']"
Khao San Road,Moonee Ponds,Melbourne,Thai,"['Takeaway Available', 'Delivery', 'Credit Card', 'Debit Card', 'Cash', 'Dinner', 'Beer', 'Street Parking', 'Vegetarian Friendly', 'Wine', 'Date Night', 'Indoor Seating', 'Vegan Options', 'Table booking recommended', 'Gluten Free Options']"
Da Noi,South Yarra,Melbourne,"Italian, Mediterranean","['Dinner', 'Debit Card', 'Cash', 'Lunch', 'Credit Card', 'Vegetarian Friendly', 'Outdoor Seating', 'Fullbar', 'Table booking recommended', 'Indoor Seating', 'BYO', 'Wheelchair Accessible', 'Lunch Menu', 'Date Night']"
Afghan Rahimi Restaurant,Dandenong,Melbourne,"Middle Eastern, Afghan","['Debit Card', 'Cash', 'Lunch', 'Dinner', 'Credit Card', 'Vegetarian Friendly', 'Indoor Seating', 'Set Menu', 'Table booking recommended', 'Date Night', 'Vegan Options', 'BYO', 'Gluten Free Options', 'Beer']"
Lanzhou Beef Noodle Bar,"Chadstone Shopping Centre, Chadstone",Melbourne,"Chinese, Fast Food","['Lunch', 'Takeaway Available', 'No Alcohol Available', 'Credit Card', 'Breakfast', 'Cash', 'Debit Card', 'Dinner', 'Table booking recommended', 'Outdoor Heating', 'Cheap Eats', 'Indoor Seating', 'Outdoor Seating', 'EFTPos']"
Brown Rice,Aspendale & Chelsea,Melbourne,Thai,"['Credit Card', 'Takeaway Available', 'Cash', 'Dinner', 'Debit Card', 'Kid Friendly', 'Indoor Seating', 'BYO', 'Cheap Eats', 'Vegetarian Friendly', 'Table booking not available', 'Fullbar']"
Fazio's Pizzeria & Grill,Hampton,Melbourne,"Pizza, Italian","['Dinner', 'Takeaway Available', 'Credit Card', 'Cash', 'Debit Card', 'Wine', 'BYO', 'Table booking recommended', 'Gluten Free Options', 'Fullbar', 'Vegetarian Friendly', 'Indoor Seating', 'Wheelchair Accessible', 'Date Night']"
